SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerID,Item,Quantity,UnitPrice,TaxAmount
SO20752,1,2024-12-06,CUST2357,Air Purifier,3,471.37,70.71
SO20753,4,2024-07-28,CUST2774,GPS Navigator,7,379.55,132.84
SO20754,2,2024-06-19,CUST1182,Bluetooth Speaker,8,781.62,312.65
SO20755,2,2024-10-08,CUST1536,Action Figure,9,60.65,27.29
SO20756,1,2025-03-16,CUST2896,Vitamin Supplements,9,247.52,111.38
SO20757,4,2024-12-06,CUST2203,Wireless Earbuds,6,1043.5,313.05
SO20758,2,2024-08-07,CUST2753,Pruning Shears,9,307.9,138.56
SO20759,3,2025-01-18,CUST2869,Building Blocks,2,58.63,5.86
SO20760,2,2024-06-15,CUST1967,T-Shirt,8,74.96,29.98
SO20761,1,2025-03-19,CUST1629,Remote Car,7,6.8,2.38
SO20762,1,2024-08-22,CUST1691,Air Purifier,1,471.37,23.57
SO20763,2,2024-10-30,CUST1362,Jeans,2,102.22,10.22
SO20764,2,2025-01-07,CUST2193,Pruning Shears,1,307.9,15.4
SO20765,4,2025-01-23,CUST1485,Vacuum Cleaner,4,111.58,22.32
SO20766,4,2024-12-25,CUST2521,Yoga Mat,5,127.99,32.0
SO20767,2,2025-03-16,CUST1038,Tire Inflator,7,127.25,44.54
SO20768,2,2024-06-18,CUST1737,Pruning Shears,9,307.9,138.56
SO20769,1,2024-10-24,CUST2785,Thermometer,7,245.46,85.91
SO20770,4,2025-04-24,CUST1889,Tennis Racket,7,152.03,53.21
SO20771,1,2025-05-19,CUST2322,Cookbook,8,42.12,16.85
SO20772,3,2025-02-14,CUST2324,Smartwatch,9,1166.83,525.07
SO20773,4,2025-03-13,CUST1848,Building Blocks,9,58.63,26.38
SO20774,3,2025-05-20,CUST2921,Laptop,6,1357.95,407.39
SO20775,2,2025-02-02,CUST1338,Building Blocks,6,58.63,17.59
SO20776,4,2024-06-28,CUST1824,Microwave,1,306.02,15.3
SO20777,1,2024-10-31,CUST2013,Dash Cam,3,330.24,49.54
SO20778,4,2025-03-22,CUST1777,First Aid Kit,2,102.73,10.27
SO20779,1,2025-02-19,CUST1327,Foundation,5,135.88,33.97
SO20780,2,2025-03-26,CUST1180,Hand Sanitizer,2,67.13,6.71
SO20781,4,2025-01-13,CUST2309,Vacuum Cleaner,9,111.58,50.21
SO20782,3,2024-09-12,CUST1954,Lipstick,6,132.35,39.7
SO20783,1,2024-10-02,CUST2939,Cookbook,5,42.12,10.53
SO20784,2,2024-09-07,CUST2306,Vacuum Cleaner,3,111.58,16.74
SO20785,3,2024-06-05,CUST1030,Vacuum Cleaner,4,111.58,22.32
SO20786,1,2024-11-11,CUST2649,GPS Navigator,7,379.55,132.84
SO20787,2,2024-11-13,CUST2962,Jeans,5,102.22,25.56
SO20788,4,2024-06-22,CUST1960,GPS Navigator,6,379.55,113.86
SO20789,4,2024-06-07,CUST2560,Jeans,1,102.22,5.11
SO20790,1,2025-02-28,CUST2938,Car Cover,1,380.21,19.01
SO20791,2,2024-06-23,CUST1799,Hand Sanitizer,6,67.13,20.14
SO20792,1,2024-09-18,CUST1267,Smartphone,4,893.23,178.65
SO20793,4,2024-07-17,CUST2391,Air Purifier,4,471.37,94.27
SO20794,4,2024-10-03,CUST2673,Sunglasses,1,101.72,5.09
SO20795,3,2024-11-21,CUST2260,Basketball,1,252.86,12.64
SO20796,4,2024-08-18,CUST2296,Wireless Earbuds,9,1043.5,469.58
SO20797,1,2024-06-07,CUST1343,Jeans,8,102.22,40.89
SO20798,1,2024-07-19,CUST2469,Blender,2,265.85,26.59
SO20799,3,2025-02-13,CUST2685,Air Purifier,5,471.37,117.84
SO20800,3,2025-03-22,CUST1875,Running Shoes,5,37.97,9.49
SO20801,4,2024-07-26,CUST2780,Building Blocks,6,58.63,17.59
SO20802,4,2024-08-10,CUST1959,Car Vacuum,9,98.41,44.28
SO20803,1,2025-03-07,CUST1753,Moisturizer,7,145.13,50.8
SO20804,2,2024-08-10,CUST1039,Plant Pots,6,316.61,94.98
SO20805,1,2024-09-08,CUST2968,Garden Hose,6,137.73,41.32
SO20806,1,2024-12-23,CUST2890,Blood Pressure Monitor,7,172.01,60.2
SO20807,4,2024-09-03,CUST1815,Tennis Racket,5,152.03,38.01
SO20808,4,2024-08-26,CUST1165,GPS Navigator,4,379.55,75.91
SO20809,2,2024-10-08,CUST2198,Laptop,1,1357.95,67.9
SO20810,1,2025-03-01,CUST2889,Dash Cam,5,330.24,82.56
SO20811,4,2024-06-14,CUST2392,Tire Inflator,4,127.25,25.45
SO20812,4,2025-04-01,CUST2866,Puzzle,2,53.84,5.38
SO20813,1,2024-12-22,CUST2676,Building Blocks,2,58.63,5.86
SO20814,2,2025-02-15,CUST2890,Action Figure,3,60.65,9.1
SO20815,4,2024-10-31,CUST1639,Yoga Mat,2,127.99,12.8
SO20816,4,2025-03-14,CUST1658,Jacket,1,178.65,8.93
SO20817,2,2024-06-29,CUST2297,Lipstick,7,132.35,46.32
SO20818,4,2025-05-26,CUST1731,Running Shorts,7,278.63,97.52
SO20819,2,2024-08-01,CUST2039,Vitamin Supplements,6,247.52,74.26
SO20820,4,2025-02-09,CUST2717,Car Cover,5,380.21,95.05
SO20821,3,2025-04-04,CUST2064,Tire Inflator,7,127.25,44.54
SO20822,2,2024-11-20,CUST2075,Wireless Earbuds,2,1043.5,104.35
SO20823,4,2024-10-10,CUST2770,Basketball,7,252.86,88.5
SO20824,4,2025-02-27,CUST2172,Running Shoes,2,37.97,3.8
SO20825,4,2024-09-28,CUST2747,Car Vacuum,5,98.41,24.6
SO20826,1,2024-11-21,CUST2982,Doll,6,31.13,9.34
SO20827,1,2025-03-20,CUST1261,Foundation,4,135.88,27.18
SO20828,4,2024-08-15,CUST1658,GPS Navigator,2,379.55,37.96
SO20829,4,2025-05-12,CUST1670,Running Shoes,9,37.97,17.09
SO20830,3,2025-03-25,CUST2571,Bluetooth Speaker,7,781.62,273.57
SO20831,3,2024-09-13,CUST2889,Laptop,6,1357.95,407.39
SO20832,4,2025-04-27,CUST2682,Vitamin Supplements,4,247.52,49.5
SO20833,4,2024-12-24,CUST1223,Vacuum Cleaner,3,111.58,16.74
SO20834,3,2024-10-03,CUST1705,Laptop,8,1357.95,543.18
SO20835,1,2024-07-18,CUST1034,Vitamin Supplements,2,247.52,24.75
SO20836,1,2024-07-14,CUST2863,Plant Pots,3,316.61,47.49
SO20837,3,2024-07-07,CUST1653,Jeans,5,102.22,25.56
SO20838,1,2024-12-11,CUST2685,Science Textbook,9,16.92,7.61
SO20839,4,2024-10-04,CUST1946,Vitamin Supplements,4,247.52,49.5
SO20840,2,2024-10-05,CUST2960,Fertilizer,3,77.63,11.64
SO20841,2,2024-11-06,CUST1239,Perfume,6,48.96,14.69
SO20842,2,2025-02-16,CUST2530,Jeans,7,102.22,35.78
SO20843,4,2024-06-20,CUST2688,Blood Pressure Monitor,1,172.01,8.6
SO20844,1,2024-10-20,CUST2053,Bluetooth Speaker,3,781.62,117.24
SO20845,3,2024-06-07,CUST1870,Tennis Racket,3,152.03,22.8
SO20846,1,2024-08-21,CUST1697,Action Figure,5,60.65,15.16
SO20847,4,2025-01-21,CUST1776,Wireless Earbuds,3,1043.5,156.52
SO20848,4,2024-09-25,CUST1616,Running Shorts,7,278.63,97.52
SO20849,4,2025-01-30,CUST2113,Tennis Racket,1,152.03,7.6
SO20850,1,2024-12-26,CUST2012,Mystery Novel,3,54.28,8.14
SO20851,2,2024-09-12,CUST1285,Action Figure,8,60.65,24.26
SO20852,4,2024-11-11,CUST2158,Building Blocks,3,58.63,8.79
SO20853,2,2025-02-07,CUST2687,Blood Pressure Monitor,6,172.01,51.6
SO20854,2,2024-10-13,CUST2717,Mystery Novel,3,54.28,8.14
SO20855,1,2024-07-05,CUST2932,Cookbook,7,42.12,14.74
SO20856,4,2024-06-14,CUST2016,Sunglasses,9,101.72,45.77
SO20857,3,2025-01-22,CUST2812,Cookbook,8,42.12,16.85
SO20858,1,2024-06-13,CUST1842,Hand Sanitizer,4,67.13,13.43
SO20859,2,2024-08-17,CUST2654,Doll,8,31.13,12.45
SO20860,3,2024-10-07,CUST2219,Dash Cam,9,330.24,148.61
SO20861,2,2024-06-17,CUST2723,Building Blocks,8,58.63,23.45
SO20862,4,2025-01-23,CUST2809,Hand Sanitizer,3,67.13,10.07
SO20863,4,2024-12-30,CUST2147,Biography,2,46.3,4.63
SO20864,3,2025-02-11,CUST2418,Yoga Mat,2,127.99,12.8
SO20865,1,2025-01-10,CUST1851,Coffee Maker,7,493.13,172.6
SO20866,4,2025-05-16,CUST2449,Vitamin Supplements,5,247.52,61.88
SO20867,1,2024-08-21,CUST1428,Air Purifier,5,471.37,117.84
SO20868,3,2025-02-12,CUST2570,Running Shorts,9,278.63,125.38
SO20869,4,2025-02-17,CUST2602,Basketball,2,252.86,25.29
SO20870,1,2025-02-14,CUST1481,Foundation,3,135.88,20.38
SO20871,2,2025-05-25,CUST2862,Mystery Novel,2,54.28,5.43
SO20872,2,2025-03-17,CUST1264,Blender,3,265.85,39.88
SO20873,2,2024-12-07,CUST2561,Bluetooth Speaker,7,781.62,273.57
SO20874,4,2024-10-07,CUST2762,Perfume,8,48.96,19.58
SO20875,3,2025-01-31,CUST2262,Hand Sanitizer,2,67.13,6.71
SO20876,2,2025-01-10,CUST1647,Smartphone,7,893.23,312.63
SO20877,3,2025-03-28,CUST1123,Sunglasses,5,101.72,25.43
SO20878,1,2024-12-20,CUST2792,Car Cover,9,380.21,171.09
SO20879,1,2025-02-24,CUST1997,Lipstick,1,132.35,6.62
SO20880,1,2025-04-25,CUST1967,Blender,8,265.85,106.34
SO20881,1,2024-08-24,CUST1704,Pruning Shears,7,307.9,107.76
SO20882,4,2025-03-06,CUST2548,Running Shorts,3,278.63,41.79
SO20883,2,2025-01-08,CUST2315,First Aid Kit,7,102.73,35.96
SO20884,4,2025-01-02,CUST2979,Running Shorts,5,278.63,69.66
SO20885,2,2024-08-18,CUST1142,Plant Pots,3,316.61,47.49
SO20886,2,2025-01-25,CUST2025,Sunglasses,3,101.72,15.26
SO20887,2,2024-08-29,CUST2976,Building Blocks,7,58.63,20.52
SO20888,2,2025-05-05,CUST2093,Biography,9,46.3,20.84
SO20889,4,2024-09-13,CUST1809,Running Shorts,3,278.63,41.79
SO20890,4,2025-02-21,CUST2199,Air Purifier,4,471.37,94.27
SO20891,2,2024-09-29,CUST1283,Running Shorts,7,278.63,97.52
SO20892,1,2025-04-20,CUST1244,Air Purifier,1,471.37,23.57
SO20893,1,2025-04-22,CUST1503,Thermometer,7,245.46,85.91
SO20894,2,2025-01-05,CUST1093,Football,6,54.37,16.31
SO20895,4,2024-06-20,CUST1772,Air Purifier,1,471.37,23.57
SO20896,3,2024-08-25,CUST2271,Nail Polish,5,101.32,25.33
SO20897,1,2025-05-11,CUST2992,Wireless Earbuds,1,1043.5,52.18
SO20898,1,2024-06-29,CUST2101,Laptop,6,1357.95,407.39
SO20899,1,2024-05-28,CUST1926,Fertilizer,8,77.63,31.05
SO20900,1,2025-01-19,CUST1855,Puzzle,1,53.84,2.69
SO20901,4,2024-08-17,CUST2105,Air Purifier,6,471.37,141.41
SO20902,2,2024-11-16,CUST2406,Puzzle,5,53.84,13.46
SO20903,3,2024-06-30,CUST2874,Moisturizer,8,145.13,58.05
SO20904,3,2024-09-29,CUST1996,Smartphone,1,893.23,44.66
SO20905,1,2024-12-16,CUST1138,Car Cover,1,380.21,19.01
SO20906,4,2024-07-02,CUST2329,Blood Pressure Monitor,3,172.01,25.8
SO20907,1,2024-10-20,CUST2150,Nail Polish,7,101.32,35.46
SO20908,1,2025-03-02,CUST2575,Fertilizer,9,77.63,34.93
SO20909,1,2024-09-27,CUST1936,Remote Car,6,6.8,2.04
SO20910,4,2024-05-29,CUST1821,First Aid Kit,9,102.73,46.23
SO20911,3,2025-05-20,CUST2356,Thermometer,8,245.46,98.18
SO20912,2,2024-08-26,CUST1503,Running Shorts,3,278.63,41.79
SO20913,2,2025-01-21,CUST2254,Lipstick,8,132.35,52.94
SO20914,4,2024-07-11,CUST1292,Foundation,5,135.88,33.97
SO20915,3,2024-06-03,CUST2068,Remote Car,2,6.8,0.68
SO20916,1,2024-11-26,CUST1994,Moisturizer,6,145.13,43.54
SO20917,3,2025-04-08,CUST1757,Yoga Mat,6,127.99,38.4
SO20918,1,2024-12-16,CUST1219,Running Shoes,9,37.97,17.09
SO20919,4,2024-10-13,CUST2715,Basketball,1,252.86,12.64
SO20920,1,2024-07-26,CUST1414,Smartwatch,1,1166.83,58.34
SO20921,3,2025-03-05,CUST1336,Coffee Maker,4,493.13,98.63
SO20922,2,2024-06-13,CUST1272,Lipstick,7,132.35,46.32
SO20923,4,2024-06-17,CUST1112,Coffee Maker,6,493.13,147.94
SO20924,4,2025-02-22,CUST1651,Football,2,54.37,5.44
SO20925,3,2024-07-16,CUST1576,Children's Book,5,6.62,1.66
SO20926,4,2024-07-25,CUST2640,Action Figure,3,60.65,9.1
SO20927,4,2024-07-31,CUST2266,Smartphone,2,893.23,89.32
SO20928,3,2024-10-23,CUST2150,Children's Book,9,6.62,2.98
SO20929,3,2024-08-02,CUST2131,Jacket,1,178.65,8.93
SO20930,3,2024-05-31,CUST2182,Thermometer,5,245.46,61.36
SO20931,4,2025-02-15,CUST2611,Science Textbook,3,16.92,2.54
SO20932,4,2024-08-14,CUST2897,Tire Inflator,2,127.25,12.73
SO20933,3,2024-05-28,CUST1957,Plant Pots,6,316.61,94.98
SO20934,4,2024-10-17,CUST2256,Blender,5,265.85,66.46
SO20935,2,2024-10-08,CUST1570,Running Shoes,7,37.97,13.29
SO20936,1,2025-03-15,CUST1360,Building Blocks,8,58.63,23.45
SO20937,1,2025-04-02,CUST1844,Car Vacuum,8,98.41,39.36
SO20938,3,2025-01-27,CUST1742,Blood Pressure Monitor,5,172.01,43.0
SO20939,4,2024-08-26,CUST2438,Pruning Shears,6,307.9,92.37
SO20940,3,2025-01-15,CUST1628,Blood Pressure Monitor,6,172.01,51.6
SO20941,2,2024-06-09,CUST1393,Vitamin Supplements,3,247.52,37.13
SO20942,3,2024-10-15,CUST1941,Laptop,2,1357.95,135.8
SO20943,3,2025-02-11,CUST1851,Puzzle,9,53.84,24.23
SO20944,2,2025-03-29,CUST2898,Cookbook,4,42.12,8.42
SO20945,2,2024-12-03,CUST1301,Plant Pots,6,316.61,94.98
SO20946,1,2025-05-06,CUST1941,Air Purifier,6,471.37,141.41
SO20947,1,2025-04-29,CUST2926,GPS Navigator,1,379.55,18.98
SO20948,1,2024-09-02,CUST2118,Jacket,1,178.65,8.93
SO20949,2,2024-08-13,CUST2797,Air Purifier,9,471.37,212.12
SO20950,3,2024-12-24,CUST2454,Running Shorts,1,278.63,13.93
SO20951,4,2024-11-29,CUST1588,Tennis Racket,1,152.03,7.6
SO20952,4,2024-11-07,CUST2684,Foundation,9,135.88,61.15
SO20953,1,2024-06-04,CUST2708,First Aid Kit,1,102.73,5.14
SO20954,2,2024-10-20,CUST1235,Mystery Novel,8,54.28,21.71
SO20955,2,2025-02-12,CUST2296,Biography,8,46.3,18.52
SO20956,1,2025-03-18,CUST1601,Perfume,1,48.96,2.45
SO20957,4,2025-05-08,CUST1218,Lipstick,4,132.35,26.47
SO20958,1,2024-09-25,CUST1334,Blender,5,265.85,66.46
SO20959,2,2025-05-26,CUST2424,T-Shirt,4,74.96,14.99
SO20960,4,2025-04-15,CUST2458,Car Vacuum,7,98.41,34.44
SO20961,1,2025-04-02,CUST2561,Vacuum Cleaner,7,111.58,39.05
SO20962,4,2025-02-14,CUST2590,Yoga Mat,3,127.99,19.2
SO20963,1,2024-07-23,CUST1079,Lipstick,1,132.35,6.62
SO20964,3,2024-12-08,CUST2392,Smartwatch,6,1166.83,350.05
SO20965,4,2024-11-12,CUST2247,Air Purifier,1,471.37,23.57
SO20966,1,2025-04-18,CUST2400,Tennis Racket,3,152.03,22.8
SO20967,4,2025-03-23,CUST2465,Smartphone,2,893.23,89.32
SO20968,2,2025-05-22,CUST1463,Smartwatch,8,1166.83,466.73
SO20969,1,2025-02-16,CUST2322,Lipstick,4,132.35,26.47
SO20970,2,2024-12-20,CUST2002,Sunglasses,6,101.72,30.52
SO20971,3,2024-09-06,CUST2818,Lipstick,6,132.35,39.7
SO20972,3,2024-08-24,CUST2915,Basketball,7,252.86,88.5
SO20973,4,2024-12-31,CUST1348,Bluetooth Speaker,2,781.62,78.16
SO20974,1,2024-11-06,CUST2029,Car Vacuum,6,98.41,29.52
SO20975,3,2024-07-09,CUST2486,Plant Pots,2,316.61,31.66
SO20976,1,2024-05-28,CUST1787,T-Shirt,2,74.96,7.5
SO20977,1,2024-11-19,CUST2774,Bluetooth Speaker,1,781.62,39.08
SO20978,2,2024-12-21,CUST2148,Blender,7,265.85,93.05
SO20979,2,2024-09-28,CUST1479,Coffee Maker,4,493.13,98.63
SO20980,1,2025-02-07,CUST2666,Biography,3,46.3,6.94
SO20981,3,2024-08-06,CUST2832,Tire Inflator,6,127.25,38.18
SO20982,2,2024-11-06,CUST1368,Jacket,5,178.65,44.66
SO20983,4,2025-03-01,CUST2442,Sunglasses,8,101.72,40.69
SO20984,1,2024-12-11,CUST2112,Puzzle,4,53.84,10.77
SO20985,3,2025-02-14,CUST1351,Bluetooth Speaker,8,781.62,312.65
SO20986,2,2024-09-23,CUST1205,Sunglasses,6,101.72,30.52
SO20987,4,2025-03-29,CUST1208,Pruning Shears,9,307.9,138.56
SO20988,1,2024-07-23,CUST2970,Bluetooth Speaker,6,781.62,234.49
SO20989,3,2024-07-27,CUST2234,T-Shirt,7,74.96,26.24
SO20990,4,2024-10-28,CUST2150,T-Shirt,7,74.96,26.24
SO20991,1,2024-12-12,CUST2459,Microwave,6,306.02,91.81
SO20992,1,2024-12-01,CUST1191,Children's Book,3,6.62,0.99
SO20993,3,2024-11-16,CUST1753,Football,7,54.37,19.03
SO20994,4,2024-10-04,CUST1247,Mystery Novel,2,54.28,5.43
SO20995,2,2024-08-22,CUST2886,Yoga Mat,7,127.99,44.8
SO20996,4,2025-04-13,CUST1882,First Aid Kit,5,102.73,25.68
SO20997,1,2025-02-16,CUST1693,Running Shoes,6,37.97,11.39
SO20998,1,2025-05-08,CUST1135,Perfume,7,48.96,17.14
SO20999,1,2024-10-08,CUST1759,Running Shoes,1,37.97,1.9
SO21000,3,2024-09-30,CUST2288,Car Vacuum,5,98.41,24.6
SO21001,4,2024-07-07,CUST2406,Dash Cam,2,330.24,33.02
SO21002,3,2024-11-27,CUST2438,Plant Pots,3,316.61,47.49
SO21003,3,2025-03-22,CUST1356,Garden Hose,1,137.73,6.89
SO21004,3,2024-10-14,CUST2853,Building Blocks,1,58.63,2.93
SO21005,1,2025-03-21,CUST2555,Microwave,3,306.02,45.9
SO21006,3,2024-12-30,CUST2648,Pruning Shears,6,307.9,92.37
SO21007,2,2024-12-19,CUST1136,GPS Navigator,9,379.55,170.8
SO21008,1,2024-08-22,CUST1121,Smartphone,6,893.23,267.97
SO21009,1,2025-05-22,CUST1634,First Aid Kit,3,102.73,15.41
SO21010,1,2025-04-24,CUST2248,Dash Cam,5,330.24,82.56
SO21011,2,2024-06-26,CUST1822,Running Shorts,6,278.63,83.59
SO21012,4,2025-05-16,CUST2911,Pruning Shears,3,307.9,46.18
SO21013,4,2024-09-26,CUST2085,First Aid Kit,9,102.73,46.23
SO21014,3,2024-09-05,CUST1364,Building Blocks,9,58.63,26.38
SO21015,3,2025-04-29,CUST1246,Smartphone,8,893.23,357.29
SO21016,3,2025-05-19,CUST2338,Blender,8,265.85,106.34
SO21017,1,2024-08-05,CUST1417,Bluetooth Speaker,9,781.62,351.73
SO21018,2,2024-08-30,CUST1470,Smartphone,2,893.23,89.32
SO21019,3,2025-01-05,CUST1567,Thermometer,4,245.46,49.09
SO21020,4,2025-05-01,CUST2097,Thermometer,7,245.46,85.91
SO21021,1,2024-09-11,CUST1813,Blender,1,265.85,13.29
SO21022,2,2024-11-10,CUST1560,Nail Polish,7,101.32,35.46
SO21023,2,2024-06-27,CUST1821,Vacuum Cleaner,2,111.58,11.16
SO21024,2,2025-05-13,CUST2308,First Aid Kit,3,102.73,15.41
SO21025,4,2025-05-22,CUST1158,Coffee Maker,8,493.13,197.25
SO21026,3,2025-04-09,CUST1009,Blender,1,265.85,13.29
SO21027,2,2025-03-23,CUST1128,Doll,9,31.13,14.01
SO21028,4,2024-06-01,CUST2170,Plant Pots,5,316.61,79.15
SO21029,3,2024-09-20,CUST1121,Remote Car,1,6.8,0.34
SO21030,2,2025-03-11,CUST1683,Cookbook,2,42.12,4.21
SO21031,1,2025-05-28,CUST1984,Lipstick,6,132.35,39.7
SO21032,4,2024-07-04,CUST1298,Puzzle,4,53.84,10.77
SO21033,3,2024-11-25,CUST1637,Doll,7,31.13,10.9
SO21034,2,2025-03-10,CUST2024,Garden Hose,6,137.73,41.32
SO21035,3,2024-06-13,CUST1201,Tire Inflator,2,127.25,12.73
SO21036,1,2024-09-11,CUST2696,Perfume,7,48.96,17.14
SO21037,1,2024-10-03,CUST2884,Fertilizer,4,77.63,15.53
SO21038,1,2025-01-01,CUST2336,Smartwatch,3,1166.83,175.02
SO21039,3,2024-07-26,CUST2691,Smartphone,6,893.23,267.97
SO21040,4,2024-11-10,CUST2613,Nail Polish,2,101.32,10.13
SO21041,4,2024-08-27,CUST2638,Jeans,2,102.22,10.22
SO21042,2,2025-05-16,CUST1787,Nail Polish,6,101.32,30.4
SO21043,4,2025-04-26,CUST2856,Jacket,2,178.65,17.87
SO21044,3,2025-02-07,CUST2008,Remote Car,2,6.8,0.68
SO21045,3,2024-08-20,CUST1534,Running Shorts,9,278.63,125.38
SO21046,3,2025-03-02,CUST2232,Smartphone,5,893.23,223.31
SO21047,3,2024-06-11,CUST2197,First Aid Kit,4,102.73,20.55
SO21048,2,2024-07-31,CUST2586,Coffee Maker,6,493.13,147.94
SO21049,2,2024-09-01,CUST1555,Puzzle,5,53.84,13.46
SO21050,3,2025-02-19,CUST2127,Pruning Shears,4,307.9,61.58
SO21051,2,2024-10-08,CUST2065,First Aid Kit,8,102.73,41.09
SO21052,3,2025-03-05,CUST2047,Running Shorts,1,278.63,13.93
SO21053,4,2025-04-19,CUST1365,Sunglasses,3,101.72,15.26
SO21054,4,2025-03-01,CUST2050,Fertilizer,1,77.63,3.88
SO21055,2,2025-03-21,CUST2312,Air Purifier,9,471.37,212.12
SO21056,1,2024-08-20,CUST2252,Smartphone,6,893.23,267.97
SO21057,1,2025-02-21,CUST1457,Fertilizer,3,77.63,11.64
SO21058,3,2025-01-21,CUST1090,Cookbook,3,42.12,6.32
SO21059,1,2025-03-01,CUST1507,Children's Book,9,6.62,2.98
SO21060,3,2024-07-27,CUST2506,Dash Cam,6,330.24,99.07
SO21061,2,2025-05-04,CUST2170,Perfume,5,48.96,12.24
SO21062,4,2024-08-05,CUST2178,Yoga Mat,8,127.99,51.2
SO21063,4,2024-07-29,CUST2780,Plant Pots,5,316.61,79.15
SO21064,3,2024-07-29,CUST2918,Biography,6,46.3,13.89
SO21065,4,2024-07-10,CUST1553,Jacket,2,178.65,17.87
SO21066,4,2024-05-30,CUST2445,Blood Pressure Monitor,8,172.01,68.8
SO21067,2,2024-08-24,CUST2245,Running Shorts,5,278.63,69.66
SO21068,1,2025-02-28,CUST1986,Basketball,3,252.86,37.93
SO21069,1,2025-03-18,CUST1555,Blood Pressure Monitor,5,172.01,43.0
SO21070,2,2024-09-03,CUST1267,Fertilizer,1,77.63,3.88
SO21071,3,2025-02-27,CUST1491,Mystery Novel,7,54.28,19.0
SO21072,3,2024-06-25,CUST2430,Puzzle,7,53.84,18.84
SO21073,4,2025-05-15,CUST2049,Tire Inflator,8,127.25,50.9
SO21074,1,2024-05-28,CUST2941,Smartwatch,4,1166.83,233.37
SO21075,3,2024-12-23,CUST1180,Cookbook,5,42.12,10.53
SO21076,2,2024-07-23,CUST2445,Microwave,2,306.02,30.6
SO21077,2,2024-12-03,CUST2745,Remote Car,5,6.8,1.7
SO21078,2,2024-11-21,CUST2585,Perfume,3,48.96,7.34
SO21079,3,2024-11-01,CUST2412,Cookbook,3,42.12,6.32
SO21080,3,2025-01-12,CUST2960,Dash Cam,2,330.24,33.02
SO21081,3,2025-02-26,CUST2469,Puzzle,3,53.84,8.08
SO21082,1,2025-02-02,CUST1034,Moisturizer,3,145.13,21.77
SO21083,1,2024-10-18,CUST1250,Cookbook,5,42.12,10.53
SO21084,4,2025-02-08,CUST1855,Doll,1,31.13,1.56
SO21085,1,2025-03-18,CUST1111,Puzzle,8,53.84,21.54
SO21086,2,2024-12-03,CUST1455,Running Shorts,6,278.63,83.59
SO21087,3,2025-02-11,CUST2201,Puzzle,8,53.84,21.54
SO21088,4,2024-09-19,CUST2352,Doll,4,31.13,6.23
SO21089,3,2025-04-10,CUST1580,Jacket,8,178.65,71.46
SO21090,2,2024-09-11,CUST2573,Vitamin Supplements,7,247.52,86.63
SO21091,3,2024-07-08,CUST1280,Running Shorts,5,278.63,69.66
SO21092,2,2025-01-27,CUST2877,Basketball,5,252.86,63.22
SO21093,4,2024-11-29,CUST1099,Sunglasses,5,101.72,25.43
SO21094,4,2024-10-05,CUST2145,Mystery Novel,3,54.28,8.14
SO21095,4,2024-12-30,CUST2532,Microwave,9,306.02,137.71
SO21096,1,2025-02-22,CUST2899,Garden Hose,8,137.73,55.09
SO21097,3,2025-02-11,CUST2610,Vitamin Supplements,9,247.52,111.38
SO21098,3,2025-04-14,CUST1512,Car Vacuum,6,98.41,29.52
SO21099,4,2024-09-08,CUST2815,Blood Pressure Monitor,8,172.01,68.8
SO21100,3,2024-09-25,CUST2370,Mystery Novel,9,54.28,24.43
SO21101,1,2025-03-19,CUST1478,Science Textbook,9,16.92,7.61
SO21102,4,2024-07-07,CUST2275,Biography,9,46.3,20.84
SO21103,2,2025-02-25,CUST2784,Car Cover,9,380.21,171.09
SO21104,4,2024-10-06,CUST2797,Running Shorts,6,278.63,83.59
SO21105,3,2025-03-18,CUST1347,Building Blocks,5,58.63,14.66
SO21106,2,2025-02-06,CUST2363,Nail Polish,2,101.32,10.13
SO21107,3,2024-09-17,CUST1549,Basketball,6,252.86,75.86
SO21108,4,2025-05-01,CUST1585,Wireless Earbuds,7,1043.5,365.22
SO21109,2,2025-02-07,CUST2187,Cookbook,3,42.12,6.32
SO21110,1,2025-02-27,CUST1885,Foundation,4,135.88,27.18
SO21111,4,2025-04-28,CUST1419,First Aid Kit,7,102.73,35.96
SO21112,1,2024-07-27,CUST1125,Yoga Mat,2,127.99,12.8
SO21113,1,2025-05-26,CUST2581,Pruning Shears,6,307.9,92.37
SO21114,3,2024-08-08,CUST2422,Cookbook,5,42.12,10.53
SO21115,1,2024-12-22,CUST2736,Garden Hose,6,137.73,41.32
SO21116,3,2025-03-02,CUST2305,Tennis Racket,4,152.03,30.41
SO21117,3,2025-02-11,CUST1985,Air Purifier,7,471.37,164.98
SO21118,1,2024-06-08,CUST2697,Pruning Shears,8,307.9,123.16
SO21119,4,2025-04-08,CUST1889,Jeans,7,102.22,35.78
SO21120,2,2025-03-02,CUST2786,Mystery Novel,8,54.28,21.71
SO21121,2,2025-03-07,CUST1322,Dash Cam,2,330.24,33.02
SO21122,4,2025-01-24,CUST1188,Building Blocks,4,58.63,11.73
SO21123,4,2025-04-03,CUST2181,Yoga Mat,3,127.99,19.2
SO21124,4,2024-08-23,CUST2334,Doll,6,31.13,9.34
SO21125,2,2024-10-12,CUST2378,Smartphone,7,893.23,312.63
SO21126,4,2025-02-01,CUST2709,Biography,8,46.3,18.52
SO21127,3,2024-12-19,CUST2051,Tire Inflator,7,127.25,44.54
